Tiempo,Angulo,Xcom,Ycom,Zcom,x_acc_robot,y_acc_robot,z_acc_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,seno_x,seno_z,coseno_z,Xzmp-Juanlo,Yzmp-Juanlo,Xzmp_b,Xzmp_c,Xzmp_off,Yzmp_b,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp-Loli,Yzmp-Loli,evalx.y,eval_x.zmp_error,eval_x.zmp_ref,eval_x._u,eval_x._x1[0],eval_x._x2[0],angle_x
1.72,0.00,0,0,89.27,0.00,0.00,0.00,179.09,0.39,14.01,0.01,0.11,-9.80,-0.48,0.24,-0.33,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.99,5.00,-190.72,55.91,217.10,-6.16,0.12,-0.03,-34.76,5.65,-320.52,75.81,-29.86,-31.19,-0.01,-0.02,0.00,-0.03,0.000005228020200,-0.000158723443747,0.000000000000000,  0.000017,  0.000000, -0.000001,-0.000476
1.74,0.00,0,0,89.27,0.00,0.00,0.00,179.09,0.38,14.02,-0.12,0.12,-9.79,0.14,0.60,-0.64,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.85,-190.93,55.86,217.06,-6.01,0.12,-0.03,-34.96,5.75,-320.73,75.80,-30.05,-31.42,-0.01,-0.02,0.00,-0.03,-0.000009701451745,-0.000096268951893,0.000000000000000, -0.000029,  0.000000, -0.000001,0.000884
1.79,0.00,0,0,89.27,0.00,0.00,0.00,179.09,0.38,14.02,0.21,0.13,-9.83,0.09,0.17,-0.37,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.83,-190.36,55.83,217.21,-6.01,0.12,-0.03,-35.16,5.24,-321.63,76.08,-30.42,-30.44,-0.01,-0.02,0.00,-0.03,-0.000007865878615,-0.000007390975952,0.000000000000000, -0.000023,  0.000000, -0.000001,0.000717
1.80,0.00,0,0,89.27,0.00,0.00,0.00,179.10,0.38,14.02,-0.29,0.14,-9.87,0.34,0.73,-0.03,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.77,-190.72,55.82,217.12,-6.01,0.12,-0.03,-34.72,5.87,-320.94,75.71,-30.23,-31.57,-0.01,-0.02,0.00,-0.03,0.000007048647149,-0.000081732869148,0.000000000000000,  0.000022,  0.000000, -0.000002,-0.000642
1.84,0.00,0,0,89.27,0.00,0.00,0.00,179.10,0.38,14.01,0.16,0.16,-9.86,0.41,0.43,-0.19,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.68,-190.77,55.87,217.16,-6.01,0.12,-0.03,-35.70,5.87,-321.79,76.19,-30.32,-30.89,-0.01,-0.02,-0.00,-0.03,-0.000009528582268,0.000047881156206,0.000000000000000, -0.000029,  0.000000, -0.000001,0.000868
1.86,0.00,0,0,89.27,0.00,0.00,0.00,179.10,0.38,14.02,-0.13,0.14,-9.79,-0.20,-0.02,-0.55,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,5.08,-190.93,55.79,216.97,-6.16,0.12,-0.03,-34.12,5.34,-320.78,75.63,-30.52,-31.65,-0.01,-0.02,0.00,-0.03,0.000009680789844,-0.000026382505894,0.000000000000000,  0.000030,  0.000000, -0.000002,-0.000882
1.90,0.00,0,0,89.27,0.00,0.00,0.00,179.09,0.38,14.02,0.01,0.16,-9.82,-0.35,0.16,-0.05,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.77,-190.57,56.02,217.09,-5.79,0.12,-0.03,-34.90,5.83,-320.73,75.66,-29.89,-31.42,-0.01,-0.02,0.00,-0.03,0.000010392288459,-0.000167258083820,0.000000000000000,  0.000032,  0.000000, -0.000001,-0.000947
1.94,0.00,0,0,89.27,0.00,0.00,0.00,179.09,0.38,14.01,0.05,0.12,-9.80,0.21,-0.33,0.11,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,5.06,-190.93,55.98,217.25,-6.15,0.12,-0.03,-34.02,5.44,-320.83,75.96,-30.27,-31.04,-0.01,-0.02,0.00,-0.03,-0.000007446083146,-0.000127039849758,0.000000000000000, -0.000023, -0.000000, -0.000000,0.000678
1.96,0.00,0,0,89.27,0.00,0.00,0.00,179.10,0.39,14.00,-0.21,0.13,-9.77,-0.30,0.38,-0.14,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.70,-190.77,55.87,217.16,-5.94,0.12,-0.03,-34.08,5.55,-320.78,75.76,-30.32,-31.50,-0.01,-0.02,0.00,-0.03,-0.000003126888032,-0.000113584101200,0.000000000000000, -0.000010, -0.000000, -0.000001,0.000285
1.99,0.00,0,0,89.27,0.00,0.00,0.00,179.10,0.39,14.01,0.01,0.16,-9.77,0.21,0.63,-0.27,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.85,-190.72,55.86,217.06,-6.01,0.12,-0.03,-35.04,5.51,-320.99,75.95,-30.13,-31.27,-0.01,-0.02,0.00,-0.03,-0.000003874286449,-0.000071123242378,0.000000000000000, -0.000012, -0.000000, -0.000001,0.000353
2.01,0.00,0,0,89.27,0.00,0.00,0.00,179.11,0.38,14.01,0.16,0.13,-9.82,0.13,0.53,-1.08,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.93,-190.72,55.90,217.06,-6.01,0.12,-0.03,-35.16,5.22,-321.21,76.06,-30.16,-30.52,-0.01,-0.02,0.00,-0.03,-0.000000304950106,-0.000048443675041,0.000000000000000, -0.000001, -0.000000, -0.000002,0.000028
2.04,0.00,0,0,89.27,0.00,0.00,0.00,179.11,0.39,14.01,0.00,0.13,-9.81,0.31,0.09,0.02,0.38,0.10,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.77,-190.72,55.82,217.12,-6.01,0.12,-0.03,-35.00,5.63,-319.88,75.59,-29.60,-31.10,-0.01,-0.02,0.00,-0.03,0.000016809888621,-0.000270769000053,0.000000000000000,  0.000051, -0.000000, -0.000002,-0.001531
2.08,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.38,14.03,-0.03,0.17,-9.92,0.31,0.64,-0.94,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.91,5.14,-190.72,55.98,217.21,-6.15,0.12,-0.03,-35.34,5.22,-321.84,76.22,-30.15,-30.44,-0.01,-0.02,-0.00,-0.03,-0.000025472911148,0.000009555369616,0.000000000000000, -0.000079, -0.000000, -0.000000,0.002321
2.10,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.39,14.04,0.13,0.14,-9.86,0.33,-0.25,-0.57,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.71,-190.98,55.96,216.99,-5.94,0.12,-0.03,-34.66,5.26,-321.21,76.03,-30.34,-30.97,-0.01,-0.02,-0.00,-0.03,0.000006782055152,0.000000428408384,0.000000000000000,  0.000020, -0.000000, -0.000003,-0.000618
2.14,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.40,14.03,-0.25,0.10,-9.79,0.21,0.32,-0.08,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,4.70,-190.57,55.72,217.13,-5.86,0.12,-0.03,-34.24,5.87,-321.21,75.87,-30.41,-31.59,-0.01,-0.02,0.00,-0.03,0.000011087780877,-0.000086668878794,0.000000000000000,  0.000033, -0.000000, -0.000002,-0.001010
2.16,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.40,14.04,0.15,0.10,-9.89,-0.20,0.47,-0.30,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,5.08,-190.52,55.95,217.06,-6.16,0.12,-0.03,-36.31,5.61,-321.36,76.37,-29.68,-30.21,-0.01,-0.02,0.00,-0.03,0.000000429452086,-0.000072464346886,0.000000000000000, -0.000000, -0.000000, -0.000001,-0.000039
2.21,0.00,0,0,89.27,0.00,0.00,0.00,179.12,0.40,14.03,-0.20,0.16,-9.78,-0.20,0.24,-0.60,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.01,5.23,-190.93,55.99,217.01,-6.16,0.12,-0.03,-34.62,6.11,-320.30,75.54,-29.96,-31.95,-0.01,-0.02,0.00,-0.03,0.000006067781214,-0.000132136046886,0.000000000000000,  0.000017, -0.000000, -0.000001,-0.000553
2.22,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.39,14.03,0.12,0.14,-9.89,-0.06,0.22,-0.25,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.48,-190.83,55.92,217.09,-5.79,0.12,-0.03,-35.00,5.40,-321.42,75.99,-30.30,-30.74,-0.01,-0.02,0.00,-0.03,-0.000008840852388,-0.000000569969416,0.000000000000000, -0.000029, -0.000000, -0.000001,0.000806
2.26,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.39,14.03,0.04,0.12,-9.82,-0.34,0.42,-0.69,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.79,-190.98,55.91,217.01,-5.94,0.12,-0.03,-34.90,5.65,-321.42,75.97,-30.28,-30.97,-0.01,-0.02,-0.00,-0.03,0.000004404036645,0.000021692365408,0.000000000000000,  0.000012, -0.000000, -0.000002,-0.000401
2.30,0.00,0,0,89.27,0.00,0.00,0.00,179.13,0.39,14.05,0.01,0.14,-9.79,0.19,-0.35,-0.45,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,4.71,-191.14,55.90,216.91,-6.01,0.12,-0.03,-33.65,5.49,-320.83,75.62,-30.45,-31.72,-0.01,-0.02,0.00,-0.03,0.000011861684470,-0.000060945749283,0.000000000000000,  0.000034, -0.000001, -0.000002,-0.001081
2.32,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.39,14.04,-0.22,0.14,-9.86,0.57,-0.12,0.90,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,5.31,-190.93,56.06,217.14,-6.16,0.12,-0.03,-34.16,5.30,-321.47,75.95,-30.46,-31.12,-0.01,-0.02,0.00,-0.03,-0.000000142232238,-0.000020809471607,0.000000000000000, -0.000003, -0.000001, -0.000001,0.000013
2.34,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.39,14.04,-0.10,0.15,-9.86,0.15,0.45,-0.52,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.62,-190.57,55.91,217.10,-5.86,0.12,-0.03,-35.06,5.65,-320.73,75.85,-30.02,-31.12,-0.01,-0.02,0.00,-0.03,0.000010936738363,-0.000123333185911,0.000000000000000,  0.000031, -0.000001, -0.000001,-0.000996
2.39,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.38,14.04,-0.35,0.14,-9.82,0.20,0.68,0.17,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.07,4.98,-190.93,56.02,217.10,-6.16,0.12,-0.03,-33.83,5.83,-320.78,75.59,-30.08,-32.02,-0.01,-0.02,0.00,-0.03,0.000001207917762,-0.000147055834532,0.000000000000000,  0.000001, -0.000001, -0.000000,-0.000110
2.42,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.38,14.03,-0.01,0.15,-9.85,0.03,0.32,-0.24,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.62,-190.77,56.07,217.13,-5.86,0.12,-0.03,-34.50,5.12,-322.27,76.15,-30.71,-30.59,-0.01,-0.02,-0.00,-0.03,-0.000017034473785,0.000100132077932,0.000000000000000, -0.000055, -0.000001, -0.000000,0.001552
2.44,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.37,14.06,0.01,0.16,-9.71,0.38,0.19,-0.64,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.85,-190.57,55.91,217.10,-5.94,0.12,-0.03,-35.00,5.42,-321.58,75.89,-30.19,-30.82,-0.01,-0.02,0.00,-0.03,0.000019136041374,-0.000036217272282,0.000000000000000,  0.000056, -0.000001, -0.000002,-0.001743
2.49,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.37,14.05,-0.30,0.14,-9.77,-0.28,0.86,0.14,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.68,4.85,-190.72,55.76,217.13,-6.09,0.12,-0.03,-34.30,5.81,-320.99,75.61,-30.26,-31.80,-0.01,-0.02,0.00,-0.03,0.000009303913430,-0.000126048922539,0.000000000000000,  0.000026, -0.000001, -0.000000,-0.000848
2.50,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.36,14.05,-0.15,0.11,-9.75,-0.05,0.14,-0.22,0.38,0.10,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.08,5.23,-191.14,56.01,217.10,-6.16,0.12,-0.03,-34.92,5.18,-321.63,76.00,-30.20,-30.82,-0.01,-0.02,-0.00,-0.03,-0.000009862149454,0.000017642974854,0.000000000000000, -0.000033, -0.000001,  0.000000,0.000899
2.54,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.36,14.04,0.15,0.15,-9.76,0.05,0.17,0.36,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.93,-190.52,55.95,217.10,-6.01,0.12,-0.03,-35.72,5.36,-320.94,76.03,-30.02,-30.52,-0.01,-0.02,0.00,-0.03,0.000011888524568,-0.000070776790380,0.000000000000000,  0.000034, -0.000001, -0.000001,-0.001083
2.58,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.36,14.05,-0.10,0.14,-9.82,0.01,0.68,-0.72,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,4.93,-190.52,55.95,217.01,-6.09,0.12,-0.03,-34.66,5.67,-320.73,75.59,-30.04,-31.27,-0.01,-0.02,0.00,-0.03,0.000006780775948,-0.000145681202412,0.000000000000000,  0.000018, -0.000001, -0.000000,-0.000618
2.62,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.37,14.05,-0.28,0.16,-9.81,-0.17,0.29,-0.44,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.93,-190.52,55.91,217.10,-6.01,0.12,-0.03,-34.08,5.55,-320.99,75.80,-30.38,-31.42,-0.01,-0.02,0.00,-0.03,-0.000004786678346,-0.000090714544058,0.000000000000000, -0.000018, -0.000001,  0.000000,0.000436
2.63,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.36,14.05,0.08,0.14,-9.78,-0.06,1.04,-0.37,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.64,-190.57,56.01,216.99,-5.86,0.12,-0.03,-34.16,5.63,-321.42,75.80,-30.39,-31.35,-0.01,-0.02,0.00,-0.03,-0.000001981992682,-0.000034045428038,0.000000000000000, -0.000009, -0.000001, -0.000000,0.000181
2.67,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.36,14.05,-0.03,0.14,-9.79,0.03,-0.30,-0.05,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,5.08,-190.52,56.05,217.05,-6.01,0.12,-0.03,-34.66,5.10,-321.63,76.02,-30.54,-30.67,-0.01,-0.02,-0.00,-0.03,0.000000033652270,0.000032186508179,0.000000000000000, -0.000003, -0.000001, -0.000001,-0.000003
2.70,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.37,14.05,-0.01,0.16,-9.80,0.32,-0.18,-0.00,0.37,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.70,-190.77,55.91,217.10,-6.01,0.12,-0.03,-34.32,5.46,-321.42,75.89,-30.61,-31.04,-0.01,-0.02,-0.00,-0.03,0.000008685660760,0.000007182359695,0.000000000000000,  0.000024, -0.000001, -0.000001,-0.000791
2.73,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.37,14.05,-0.11,0.15,-9.82,-0.27,-0.25,-0.25,0.38,0.10,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.93,-190.52,55.95,217.05,-6.09,0.12,-0.03,-33.85,5.47,-321.26,75.89,-30.49,-31.27,-0.01,-0.02,0.00,-0.03,0.000009544615750,-0.000055558979511,0.000000000000000,  0.000026, -0.000001, -0.000000,-0.000870
2.75,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.36,14.05,-0.16,0.14,-9.81,-0.01,0.39,-0.57,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.77,-190.98,55.91,217.06,-5.86,0.12,-0.03,-35.20,5.51,-320.52,75.66,-30.00,-31.25,-0.01,-0.02,0.00,-0.03,0.000005818416867,-0.000107932835817,0.000000000000000,  0.000015, -0.000001,  0.000000,-0.000530
2.80,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.36,14.05,0.10,0.09,-9.88,0.26,0.43,-0.22,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.93,-190.98,56.10,217.04,-6.01,0.12,-0.03,-34.90,5.67,-321.63,76.12,-30.34,-31.19,-0.01,-0.02,-0.00,-0.03,-0.000008930989679,0.000032041221857,0.000000000000000, -0.000031, -0.000001,  0.000000,0.000814
2.81,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.36,14.07,-0.20,0.16,-9.84,-0.03,0.26,-0.92,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,5.02,-191.14,55.90,216.93,-6.16,0.12,-0.03,-34.32,5.79,-320.99,75.56,-30.20,-31.65,-0.01,-0.02,0.00,-0.03,0.000011863767213,-0.000049464404583,0.000000000000000,  0.000033, -0.000001, -0.000001,-0.001081
2.86,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.36,14.07,-0.07,0.17,-9.73,-0.26,0.26,0.00,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,5.00,-190.93,55.95,217.10,-6.16,0.12,-0.03,-33.91,5.42,-321.21,75.67,-30.57,-31.35,-0.01,-0.02,0.00,-0.03,0.000001354370625,-0.000031121075153,0.000000000000000,  0.000001, -0.000001,  0.000000,-0.000123
2.88,0.00,0,0,89.27,0.00,0.00,0.00,179.18,0.36,14.07,-0.02,0.13,-9.74,-0.12,0.24,-0.40,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.85,-190.57,55.95,217.05,-6.01,0.12,-0.03,-34.50,5.28,-321.42,75.87,-30.41,-30.97,-0.01,-0.02,0.00,-0.03,0.000002654966238,-0.000020511448383,0.000000000000000,  0.000005, -0.000001,  0.000000,-0.000242
2.93,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.34,14.07,-0.06,0.14,-9.78,-0.96,0.72,-0.34,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,4.87,-191.14,55.90,216.91,-6.01,0.12,-0.03,-34.90,5.67,-320.73,75.47,-29.72,-31.40,-0.01,-0.02,0.00,-0.03,0.000010891914826,-0.000130876898766,0.000000000000000,  0.000030, -0.000001,  0.000000,-0.000992
2.94,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.32,14.06,0.11,0.08,-9.83,-0.70,0.18,-0.31,0.38,0.09,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,4.54,-190.62,55.96,217.13,-5.79,0.12,-0.03,-35.02,6.05,-322.64,76.10,-30.09,-30.89,-0.01,-0.02,-0.00,-0.03,-0.000011534896657,0.000027671456337,0.000000000000000, -0.000038, -0.000001,  0.000001,0.001051
2.99,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.31,14.07,-0.28,0.13,-9.79,-0.41,0.27,-0.35,0.37,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.85,-190.57,55.90,217.01,-5.94,0.12,-0.03,-34.80,5.61,-320.94,75.58,-30.12,-31.50,-0.01,-0.02,0.00,-0.03,0.000013963237507,-0.000092785805464,0.000000000000000,  0.000040, -0.000001, -0.000001,-0.001272
3.02,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.31,14.08,-0.15,0.17,-9.80,-0.37,0.51,-0.93,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.07,4.91,-190.77,55.96,217.14,-6.01,0.12,-0.03,-33.75,5.08,-320.83,75.77,-30.68,-31.12,-0.01,-0.02,0.00,-0.03,-0.000002354056960,-0.000049378722906,0.000000000000000, -0.000010, -0.000001,  0.000001,0.000214
3.04,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.31,14.08,-0.07,0.12,-9.78,0.03,0.23,-0.26,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,4.58,-190.98,55.84,216.86,-5.86,0.12,-0.03,-34.90,5.18,-320.78,75.78,-30.27,-30.82,-0.01,-0.02,0.00,-0.03,0.000000740458802,-0.000020612031221,0.000000000000000, -0.000001, -0.000001,  0.000000,-0.000067
3.10,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.32,14.09,-0.23,0.16,-9.78,-0.12,0.03,-0.24,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.79,-190.57,55.90,216.91,-5.86,0.12,-0.03,-34.14,5.71,-320.99,75.50,-30.35,-31.57,-0.01,-0.02,0.00,-0.03,0.000007182370609,-0.000071659684181,0.000000000000000,  0.000019, -0.000001, -0.000000,-0.000654
3.11,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.32,14.10,-0.25,0.19,-9.80,0.09,0.34,-0.44,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.98,-190.52,56.05,217.05,-6.09,0.12,-0.03,-34.64,5.63,-321.36,75.61,-30.38,-31.42,-0.01,-0.02,0.00,-0.03,-0.000001271965971,-0.000029187649488,0.000000000000000, -0.000007, -0.000001,  0.000000,0.000116
3.16,0.00,0,0,89.27,0.00,0.00,0.00,179.14,0.31,14.10,-0.07,0.10,-9.78,-0.55,0.70,-0.12,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,5.00,-190.72,56.01,217.10,-6.16,0.12,-0.03,-34.02,5.28,-321.05,75.92,-30.31,-30.97,-0.01,-0.02,0.00,-0.03,0.000008372554475,-0.000104505568743,0.000000000000000,  0.000023, -0.000001, -0.000000,-0.000763
3.18,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.31,14.10,0.10,0.15,-9.72,0.19,0.32,-0.24,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.22,4.91,-190.93,56.11,217.05,-6.16,0.12,-0.03,-35.90,5.91,-321.15,76.19,-29.78,-30.97,-0.01,-0.02,0.00,-0.03,-0.000003505078894,-0.000049009919167,0.000000000000000, -0.000014, -0.000001,  0.000000,0.000319
3.21,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.32,14.09,-0.18,0.15,-9.76,-0.41,-0.13,-0.05,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.14,5.16,-190.72,55.91,217.12,-6.01,0.12,-0.03,-34.54,5.55,-322.06,76.18,-30.21,-30.67,-0.01,-0.02,0.00,-0.03,0.000000218703008,-0.000008884817362,0.000000000000000, -0.000002, -0.000001, -0.000000,-0.000020
3.24,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.32,14.08,-0.02,0.17,-9.79,-0.16,0.43,-0.40,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,4.85,-190.57,56.01,217.10,-6.01,0.12,-0.03,-35.14,5.57,-320.73,75.76,-30.02,-30.97,-0.01,-0.02,0.00,-0.03,0.000011997813090,-0.000123195350170,0.000000000000000,  0.000034, -0.000001, -0.000000,-0.001093
3.28,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.31,14.08,-0.12,0.15,-9.83,0.63,-0.04,-0.04,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.30,4.98,-190.57,56.02,217.24,-6.00,0.12,-0.03,-35.50,5.53,-321.36,75.97,-29.96,-30.67,-0.01,-0.02,0.00,-0.03,-0.000002706402938,-0.000091072171926,0.000000000000000, -0.000011, -0.000001,  0.000001,0.000247
3.30,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.32,14.08,-0.08,0.14,-9.81,-0.07,0.06,-0.25,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.64,-190.77,55.95,216.95,-5.86,0.12,-0.03,-34.82,5.08,-321.21,76.03,-30.45,-30.59,-0.01,-0.02,-0.00,-0.03,-0.000005428006261,0.000010777264833,0.000000000000000, -0.000020, -0.000001,  0.000000,0.000495
3.34,0.00,0,0,89.27,0.00,0.00,0.00,179.15,0.32,14.08,-0.03,0.16,-9.80,0.14,0.29,-0.60,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.61,4.79,-190.98,55.95,216.95,-5.94,0.12,-0.03,-35.54,5.00,-321.58,75.92,-30.20,-30.67,-0.01,-0.02,-0.00,-0.03,0.000004049162271,0.000037945806980,0.000000000000000,  0.000009, -0.000001, -0.000001,-0.000369
3.36,0.00,0,0,89.27,0.00,0.00,0.00,179.16,0.32,14.08,0.17,0.15,-9.75,-0.43,0.24,-0.62,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,5.00,-190.98,56.01,217.10,-5.94,0.12,-0.03,-34.80,5.75,-320.94,75.87,-30.26,-31.35,-0.01,-0.02,0.00,-0.03,0.000012715401681,-0.000055797398090,0.000000000000000,  0.000036, -0.000001, -0.000001,-0.001158
3.40,0.00,0,0,89.27,0.00,0.00,0.00,179.17,0.31,14.07,-0.12,0.13,-9.78,0.08,-0.02,-0.09,0.38,0.09,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.45,4.94,-190.93,56.01,217.01,-6.01,0.12,-0.03,-34.50,5.46,-321.42,75.63,-30.17,-31.27,-0.01,-0.02,0.00,-0.03,0.000001528938128,-0.000047743320465,0.000000000000000,  0.000002, -0.000001,  0.000000,-0.000139
